,YEAR,TRANSIT DATE,WAITING TIME,DIRECTION (N/S),BEAM (pies),DRAF (Pies),transit_booking_days,transit_eta_days
8540,2022,2022-09-05 00:00:00,5.0,Northbound,106.0,39.333,0,5.0
8541,2022,2022-09-05 00:00:00,4.0,Northbound,106.0,38.0,0,4.0
8542,2022,2022-09-05 00:00:00,2.0,Northbound,106.0,26.25,0,2.0
8548,2022,2022-09-05 00:00:00,3.0,Northbound,106.0,26.167,0,3.0
8551,2022,2022-09-05 00:00:00,1.0,Northbound,106.0,35.083,0,1.0
8558,2022,2022-09-05 00:00:00,2.0,Southbound,98.6,34.667,0,2.0
8563,2022,2022-09-05 00:00:00,1.0,Southbound,91.4,27.917,0,1.0
8564,2022,2022-09-05 00:00:00,1.0,Southbound,106.0,43.667,0,1.0
8566,2022,2022-09-06 00:00:00,3.0,Northbound,106.0,33.5,0,3.0
8569,2022,2022-09-06 00:00:00,2.0,Northbound,93.4,33.5,0,2.0
8584,2022,2022-09-06 00:00:00,4.0,Southbound,106.0,44.083,0,4.0
8590,2022,2022-09-06 00:00:00,1.0,Southbound,106.0,39.5,-1,1.0
8592,2022,2022-09-06 00:00:00,1.0,Southbound,106.0,39.0,-1,1.0
8602,2022,2022-09-07 00:00:00,1.0,Northbound,98.7,35.417,0,1.0
8611,2022,2022-09-07 00:00:00,7.0,Southbound,93.3,35.25,0,7.0
8615,2022,2022-09-07 00:00:00,3.0,Southbound,106.0,25.917,0,3.0
8616,2022,2022-09-07 00:00:00,2.0,Southbound,106.0,39.5,0,2.0
8618,2022,2022-09-07 00:00:00,1.0,Southbound,106.0,39.25,0,1.0
8622,2022,2022-09-07 00:00:00,2.0,Southbound,93.0,35.417,0,2.0
8632,2022,2022-09-08 00:00:00,6.0,Northbound,105.9,37.083,0,6.0
8633,2022,2022-09-08 00:00:00,2.0,Northbound,106.0,39.083,0,2.0
8634,2022,2022-09-08 00:00:00,3.0,Northbound,106.0,44.75,0,3.0
8637,2022,2022-09-08 00:00:00,2.0,Northbound,98.6,28.667,0,2.0
8646,2022,2022-09-08 00:00:00,16.0,Southbound,106.0,44.25,0,16.0
8647,2022,2022-09-08 00:00:00,8.0,Southbound,106.0,31.75,0,8.0
8648,2022,2022-09-08 00:00:00,8.0,Southbound,106.0,39.417,0,8.0
8649,2022,2022-09-08 00:00:00,7.0,Southbound,94.6,33.333,0,7.0
8653,2022,2022-09-08 00:00:00,2.0,Southbound,97.9,33.917,0,2.0
8656,2022,2022-09-08 00:00:00,2.0,Southbound,92.7,23.25,0,2.0
8659,2022,2022-09-08 00:00:00,1.0,Southbound,98.6,35.583,0,1.0
8665,2022,2022-09-09 00:00:00,4.0,Northbound,105.9,30.0,0,4.0
8671,2022,2022-09-09 00:00:00,1.0,Northbound,106.1,39.5,0,1.0
8672,2022,2022-09-09 00:00:00,1.0,Northbound,106.0,33.25,0,1.0
8684,2022,2022-09-09 00:00:00,7.0,Southbound,106.0,36.083,0,7.0
8694,2022,2022-09-09 00:00:00,0.0,Southbound,105.9,39.0,0,0.0
8724,2022,2022-09-10 00:00:00,1.0,Southbound,105.9,39.5,0,1.0
8726,2022,2022-09-10 00:00:00,0.0,Southbound,106.0,39.333,0,0.0
8729,2022,2022-09-10 00:00:00,2.0,Southbound,106.0,48.25,0,2.0
8731,2022,2022-09-11 00:00:00,5.0,Northbound,106.0,33.167,0,5.0
8741,2022,2022-09-11 00:00:00,1.0,Northbound,106.0,33.75,0,1.0
8751,2022,2022-09-11 00:00:00,8.0,Southbound,98.6,31.25,0,8.0
8752,2022,2022-09-11 00:00:00,7.0,Southbound,106.0,38.417,0,7.0
8753,2022,2022-09-11 00:00:00,7.0,Southbound,106.0,39.333,0,7.0
8754,2022,2022-09-11 00:00:00,6.0,Southbound,106.0,39.5,4,6.0
8763,2022,2022-09-11 00:00:00,1.0,Southbound,106.0,45.167,0,1.0
8764,2022,2022-09-11 00:00:00,2.0,Southbound,96.6,32.5,0,2.0
8768,2022,2022-09-11 00:00:00,6.0,Southbound,98.6,35.75,0,6.0
8774,2022,2022-09-12 00:00:00,2.0,Northbound,106.0,32.833,0,2.0
8775,2022,2022-09-12 00:00:00,3.0,Northbound,106.0,37.583,0,3.0
8778,2022,2022-09-12 00:00:00,1.0,Northbound,98.7,23.75,0,1.0
8783,2022,2022-09-12 00:00:00,2.0,Northbound,93.4,34.083,0,2.0
8796,2022,2022-09-12 00:00:00,1.0,Southbound,93.3,28.75,0,1.0
8802,2022,2022-09-12 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
8807,2022,2022-09-13 00:00:00,5.0,Northbound,105.9,35.0,-1,5.0
8808,2022,2022-09-13 00:00:00,6.0,Northbound,105.9,39.417,0,6.0
8809,2022,2022-09-13 00:00:00,4.0,Northbound,106.0,39.333,0,4.0
8813,2022,2022-09-13 00:00:00,1.0,Northbound,106.0,27.167,0,1.0
8821,2022,2022-09-13 00:00:00,1.0,Northbound,99.9,36.417,0,1.0
8826,2022,2022-09-13 00:00:00,6.0,Southbound,91.4,35.333,0,6.0
8827,2022,2022-09-13 00:00:00,6.0,Southbound,106.0,39.5,0,6.0
8830,2022,2022-09-13 00:00:00,2.0,Southbound,105.9,43.667,0,2.0
8832,2022,2022-09-13 00:00:00,1.0,Southbound,97.9,32.833,0,1.0
8833,2022,2022-09-13 00:00:00,1.0,Southbound,106.0,29.0,0,1.0
8834,2022,2022-09-13 00:00:00,1.0,Southbound,105.9,39.417,0,1.0
8835,2022,2022-09-13 00:00:00,7.0,Southbound,106.0,39.5,0,7.0
8836,2022,2022-09-13 00:00:00,7.0,Southbound,106.0,38.083,0,7.0
8837,2022,2022-09-13 00:00:00,2.0,Southbound,98.6,32.0,0,2.0
8845,2022,2022-09-14 00:00:00,4.0,Northbound,106.0,39.5,4,4.0
8847,2022,2022-09-14 00:00:00,1.0,Northbound,106.0,28.583,0,1.0
8848,2022,2022-09-14 00:00:00,1.0,Northbound,105.9,39.333,0,1.0
8863,2022,2022-09-14 00:00:00,3.0,Southbound,105.8,39.333,0,3.0
8865,2022,2022-09-14 00:00:00,4.0,Southbound,98.6,34.083,0,4.0
8871,2022,2022-09-14 00:00:00,1.0,Southbound,106.0,33.5,0,1.0
8894,2022,2022-09-15 00:00:00,1.0,Northbound,92.7,24.25,0,1.0
8900,2022,2022-09-15 00:00:00,3.0,Southbound,97.9,32.417,0,3.0
8901,2022,2022-09-15 00:00:00,2.0,Southbound,97.9,34.333,0,2.0
8911,2022,2022-09-16 00:00:00,4.0,Northbound,106.0,39.5,0,4.0
8935,2022,2022-09-16 00:00:00,1.0,Southbound,106.0,45.833,0,1.0
